,country,senti_bert,senti_bert_averageN,senti_bert_quan25,senti_bert_quan75,senti_bert_std_trend,senti_bert_std_trend_fitted_normal,senti_bert_std_trend_fitted_normal+ci,senti_bert_std_trend_fitted_normal-ci,tweet_date
1501,BEN,67.92435484,352.2894737,56.8325,82.7675,1.28600157,1.242042264,0.374038888,1.855349239,2020-5-13
1502,BEN,67.86620137,352.2894737,57.99,83.54,1.368944647,1.266198055,0.393887203,1.879540765,2020-5-14
1503,BEN,69.88545977,352.2894737,59.99,84.9225,1.382787644,1.290074678,0.413602342,1.90333602,2020-5-15
1504,BEN,69.09431677,352.2894737,56.935,86.85,1.351020573,1.313675359,0.433185198,1.926741494,2020-5-16
1505,BEN,65.94674009,352.2894737,51.08,84.465,1.317316081,1.337003287,0.452636659,1.949763571,2020-5-17
1506,BEN,67.62552511,352.2894737,55.205,85.675,1.318397258,1.360061615,0.471957606,1.972408533,2020-5-18
1507,BEN,66.37232143,352.2894737,55.75,83.3775,1.271362338,1.382853457,0.491148915,1.994682556,2020-5-19
1508,BEN,67.89689922,352.2894737,54.2925,85.5375,1.179370456,1.405381895,0.510211456,2.016591717,2020-5-20
1509,BEN,69.58745928,352.2894737,55.425,85.045,1.130733311,1.427649971,0.529146093,2.038141993,2020-5-21
1510,BEN,67.87118483,352.2894737,54.06,85.06,1.049201224,1.449660696,0.547953685,2.059339261,2020-5-22
1511,BEN,65.29908555,352.2894737,47.615,84.735,0.892453286,1.471417043,0.566635082,2.080189305,2020-5-23
1512,BEN,68.88720524,352.2894737,56.41,86.13,0.61235052,1.492921952,0.585191133,2.100697813,2020-5-24
1513,BEN,65.05654321,352.2894737,50.785,82.44,0.239306884,1.514178328,0.603622679,2.120870379,2020-5-25
1514,BEN,64.6501845,352.2894737,48.065,84.155,-0.090526101,,,,2020-5-26
1515,BEN,66.66637615,352.2894737,57.3675,82.7775,-0.436580367,,,,2020-5-27
1516,BEN,61.22777358,352.2894737,42.18,81.95,-0.811092544,,,,2020-5-28
1517,BEN,64.89220896,352.2894737,51.125,83.86,-1.200722242,,,,2020-5-29
1518,BEN,63.9886722,352.2894737,46.1,83.39,-1.588506161,,,,2020-5-30
1519,BEN,62.50371901,352.2894737,44.6525,82.9075,-1.968298967,,,,2020-5-31
1520,BGD,71.17947826,2331.815789,59.18,88.74,1.284946346,,,,2020-1-1
1521,BGD,67.44018717,2331.815789,56.155,82.7375,1.071165875,,,,2020-1-2
1522,BGD,66.26850407,2331.815789,53.4,81.59,0.855772001,,,,2020-1-3
1523,BGD,66.8858934,2331.815789,54.5025,82.67,0.635745103,,,,2020-1-4
1524,BGD,67.2945316,2331.815789,55.585,83.34,0.421212041,,,,2020-1-5
1525,BGD,66.56179179,2331.815789,51.745,85.28,0.250199198,,,,2020-1-6
1526,BGD,66.75738863,2331.815789,54.25,83.13,0.110155989,,,,2020-1-7
1527,BGD,66.81079805,2331.815789,54.1375,82.695,-0.116315675,,,,2020-1-8
1528,BGD,66.16680698,2331.815789,54.795,81.8725,-0.300964651,,,,2020-1-9
1529,BGD,67.28116733,2331.815789,54.9275,82.815,-0.387693454,,,,2020-1-10
1530,BGD,61.84358471,2331.815789,46.52,77.4025,-0.369130124,,,,2020-1-11
1531,BGD,66.78972582,2331.815789,54.3525,82.28,-0.30442589,,,,2020-1-12
1532,BGD,65.25718408,2331.815789,50.0075,81.9775,-0.183127045,,,,2020-1-13
1533,BGD,67.23575342,2331.815789,54.32,83.38,0.062902265,,,,2020-1-14
1534,BGD,67.18987892,2331.815789,52.53,82.88,0.408899301,,,,2020-1-15
1535,BGD,67.42071912,2331.815789,53.81,84.015,0.642913566,,,,2020-1-16
1536,BGD,68.38905956,2331.815789,56.5125,84.0775,0.771508942,,,,2020-1-17
1537,BGD,69.03966565,2331.815789,59.03,82.685,0.810378982,,,,2020-1-18
1538,BGD,66.89775176,2331.815789,54.21,82.34,0.77756122,,,,2020-1-19
1539,BGD,67.32397539,2331.815789,54.75,83.57,0.662713298,,,,2020-1-20
1540,BGD,66.99484561,2331.815789,55.5,82.65,0.486212543,,,,2020-1-21
1541,BGD,66.48912681,2331.815789,54.8125,81.56,0.350872894,,,,2020-1-22
1542,BGD,67.33123782,2331.815789,54.55,82.47,0.300852355,,,,2020-1-23
1543,BGD,66.29976178,2331.815789,53.86,82.14,0.289187873,,,,2020-1-24
1544,BGD,67.75970396,2331.815789,55.68,83.27,0.292999261,,,,2020-1-25
1545,BGD,66.69687678,2331.815789,52.58,83.39,0.314534011,,,,2020-1-26
1546,BGD,66.97204907,2331.815789,53.4,82.87,0.331224793,,,,2020-1-27
1547,BGD,66.58383663,2331.815789,51.7825,82.8825,0.333451879,,,,2020-1-28
1548,BGD,66.80479961,2331.815789,55.51,82.3475,0.323475797,,,,2020-1-29
1549,BGD,66.62620253,2331.815789,52.9425,82.3375,0.364022495,,,,2020-1-30
1550,BGD,67.27204261,2331.815789,54.985,82.02,0.461304856,,,,2020-1-31
1551,BGD,67.12402246,2331.815789,55.555,82.355,0.64689354,,,,2020-2-1
1552,BGD,68.35998973,2331.815789,56.735,83.99,0.922758442,,,,2020-2-2
1553,BGD,67.51985222,2331.815789,54.705,82.62,1.29025355,,,,2020-2-3
1554,BGD,69.27415439,2331.815789,55.67,85.7,1.70836424,,,,2020-2-4
1555,BGD,69.54655155,2331.815789,58.0625,85.305,2.060149345,,,,2020-2-5
1556,BGD,69.63696853,2331.815789,57.755,84.87,2.314639634,,,,2020-2-6
1557,BGD,72.99593072,2331.815789,62.98,87.36,2.446150219,,,,2020-2-7
1558,BGD,69.62986472,2331.815789,58.375,85.125,2.39951299,,,,2020-2-8
1559,BGD,71.20897942,2331.815789,58.1425,88.0275,2.172892119,,,,2020-2-9
1560,BGD,69.85810902,2331.815789,57.9,84.08,1.839673099,,,,2020-2-10
1561,BGD,68.23762629,2331.815789,55.65,83.15,1.519687525,,,,2020-2-11
1562,BGD,67.17263311,2331.815789,54.99,81.83,1.273731735,,,,2020-2-12
1563,BGD,66.28910526,2331.815789,54.62,81.105,1.050700164,,,,2020-2-13
1564,BGD,68.95945837,2331.815789,57.3725,84.075,0.895316061,,,,2020-2-14
1565,BGD,68.52917238,2331.815789,56.5675,83.36,0.85810775,,,,2020-2-15
1566,BGD,67.82436538,2331.815789,56.3425,82.3725,0.894701915,,,,2020-2-16
1567,BGD,67.89180166,2331.815789,55.985,83.3075,0.890924033,,,,2020-2-17
1568,BGD,67.76169473,2331.815789,55,83.64,0.780572697,,,,2020-2-18
1569,BGD,67.81576572,2331.815789,55.79,82.35,0.672245229,,,,2020-2-19
1570,BGD,67.10311069,2331.815789,55.0575,82.1775,0.602213299,,,,2020-2-20
1571,BGD,65.40163436,2331.815789,52.175,80.56,0.505536993,,,,2020-2-21
1572,BGD,68.01357622,2331.815789,57.37,82.6075,0.327082949,,,,2020-2-22
1573,BGD,67.48016722,2331.815789,57.05,82.41,0.128723653,,,,2020-2-23
1574,BGD,67.44299647,2331.815789,55.7775,82.4675,0.014110253,,,,2020-2-24
1575,BGD,65.53937648,2331.815789,53.8525,80.62,-0.011901386,,,,2020-2-25
1576,BGD,65.111154,2331.815789,53.43,79.3,-0.057788132,,,,2020-2-26
1577,BGD,65.5443617,2331.815789,53.16,81.07,-0.101192654,,,,2020-2-27
1578,BGD,66.87349904,2331.815789,54.445,83.265,-0.074426515,,,,2020-2-28
1579,BGD,66.65105802,2331.815789,55.25,80.02,0.049115358,,,,2020-2-29
1580,BGD,66.57868395,2331.815789,54.7625,80.7175,0.201305303,,,,2020-3-1
1581,BGD,67.02009128,2331.815789,54.925,81.9825,0.297665622,,,,2020-3-2
1582,BGD,67.26885806,2331.815789,55.365,82,0.338233684,,,,2020-3-3
1583,BGD,68.05136288,2331.815789,55.74,82.74,0.349075048,,,,2020-3-4
1584,BGD,66.42887033,2331.815789,54.5975,81.0475,0.331215603,,,,2020-3-5
1585,BGD,66.48863679,2331.815789,53.25,81.985,0.263233515,,,,2020-3-6
1586,BGD,66.02298467,2331.815789,53.8325,81.13,0.140130349,,,,2020-3-7
1587,BGD,66.98352176,2331.815789,54.005,82.805,-0.022544169,,,,2020-3-8
1588,BGD,66.60559817,2331.815789,54.2475,80.88,-0.187030664,,,,2020-3-9
1589,BGD,66.19813544,2331.815789,54,80.835,-0.331668024,,,,2020-3-10
1590,BGD,65.96448871,2331.815789,52.92,82.28,-0.433270611,,,,2020-3-11
1591,BGD,64.58728302,2331.815789,52.7675,79.605,-0.518121707,,,,2020-3-12
1592,BGD,64.39377246,2331.815789,52.455,79.375,-0.589694884,,,,2020-3-13
1593,BGD,65.94629466,2331.815789,53.595,82.495,-0.630404122,,,,2020-3-14
1594,BGD,66.05813355,2331.815789,54.8625,80.79,-0.632135053,,,,2020-3-15
1595,BGD,65.27947844,2331.815789,52.465,80.81,-0.634404428,,,,2020-3-16
1596,BGD,65.21808885,2331.815789,52.9775,79.56,-0.663823183,,,,2020-3-17
1597,BGD,66.21235858,2331.815789,54.63,81.1175,-0.732042951,,,,2020-3-18
1598,BGD,64.48714592,2331.815789,51.1925,81.78,-0.808188923,,,,2020-3-19
1599,BGD,64.80243219,2331.815789,52.17,80.24,-0.889846482,,,,2020-3-20
1600,BGD,64.83574606,2331.815789,51.58,79.43,-0.978247253,,,,2020-3-21
1601,BGD,65.03919877,2331.815789,52.31,80.6225,-1.034858261,-1.037535129,-1.037535129,-1.037535129,2020-3-22
1602,BGD,64.27211484,2331.815789,51.85,80.09,-1.027014942,-0.918362026,-0.961586379,-0.878580656,2020-3-23
1603,BGD,64.10895969,2331.815789,51.235,80.565,-0.981174058,-0.822147522,-0.894962228,-0.760470759,2020-3-24
1604,BGD,65.59090831,2331.815789,53.235,80.715,-0.916237261,-0.744468663,-0.836517849,-0.67271011,2020-3-25
1605,BGD,65.62714544,2331.815789,53.795,80.26,-0.832077568,-0.681754571,-0.785248971,-0.607500237,2020-3-26
1606,BGD,64.95850665,2331.815789,52.74,79.12,-0.718236314,-0.631122296,-0.740274624,-0.559046543,2020-3-27
1607,BGD,65.23093273,2331.815789,53.1525,79.0225,-0.590932562,-0.590244288,-0.700821998,-0.523043399,2020-3-28
1608,BGD,65.68054377,2331.815789,53.07,80.65,-0.499130858,-0.557241393,-0.666213162,-0.49629154,2020-3-29
1609,BGD,65.2049238,2331.815789,52.4425,80.34,-0.433488657,-0.530596479,-0.635853422,-0.476413777,2020-3-30
1610,BGD,66.4199014,2331.815789,54.78,80.82,-0.374740942,-0.509084685,-0.609221096,-0.461643759,2020-3-31
1611,BGD,66.3619218,2331.815789,54.77,81.08,-0.325411433,-0.491717121,-0.585858551,-0.450669011,2020-4-1
1612,BGD,66.30061069,2331.815789,55.1075,80.8925,-0.319790066,-0.477695403,-0.565364339,-0.442514309,2020-4-2
1613,BGD,65.09094615,2331.815789,52.71,80.77,-0.344706987,-0.466374958,-0.547386301,-0.43645502,2020-4-3
1614,BGD,66.04854622,2331.815789,53.955,80.5775,-0.366170175,-0.457235387,-0.531615515,-0.431952712,2020-4-4
1615,BGD,65.79949268,2331.815789,53.05,81.09,-0.361030911,-0.449856547,-0.517780986,-0.428607307,2020-4-5
1616,BGD,65.40107319,2331.815789,53.28,79.705,-0.363443727,-0.443899234,-0.505644989,-0.42612153,2020-4-6
1617,BGD,65.91140565,2331.815789,52.2675,81.8075,-0.370402927,-0.439089592,-0.494998987,-0.424274492,2020-4-7
1618,BGD,66.89304775,2331.815789,54.58,81.59,-0.360968153,-0.435206524,-0.485660048,-0.422902065,2020-4-8
1619,BGD,65.46878563,2331.815789,53.34,80.68,-0.334852307,-0.432071526,-0.477467695,-0.421882293,2020-4-9
1620,BGD,65.02794925,2331.815789,52.21,80.06,-0.351727424,-0.429540483,-0.470281158,-0.42112456,2020-4-10
1621,BGD,65.87716804,2331.815789,53.41,80.22,-0.422018113,-0.427497043,-0.463976946,-0.420561532,2020-4-11
1622,BGD,67.07495627,2331.815789,53.9425,82.68,-0.525995326,-0.42584727,-0.458446734,-0.420143179,2020-4-12
1623,BGD,65.04641754,2331.815789,51.515,80.3,-0.62298547,-0.424515324,-0.453595493,-0.419832324,2020-4-13
1624,BGD,64.98613343,2331.815789,52.31,79.355,-0.69162219,-0.423439977,-0.449339862,-0.419601346,2020-4-14
1625,BGD,65.03259516,2331.815789,52.68,79.56,-0.75116963,-0.422571794,-0.445606716,-0.41942972,2020-4-15
1626,BGD,64.09642276,2331.815789,50.47,78.3725,-0.764220851,-0.421870866,-0.442331906,-0.419302194,2020-4-16
1627,BGD,65.79761228,2331.815789,53.81,79.48,-0.714394221,-0.421304972,-0.439459161,-0.419207437,2020-4-17
1628,BGD,64.99670848,2331.815789,52.19,79.54,-0.625261035,-0.420848096,-0.436939117,-0.419137029,2020-4-18
1629,BGD,66.77519037,2331.815789,54.845,80.75,-0.476907625,-0.420479237,-0.434728471,-0.419084713,2020-4-19
1630,BGD,65.95632263,2331.815789,53.49,79.84,-0.316801599,-0.420181439,-0.432789236,-0.419045839,2020-4-20
1631,BGD,64.59824548,2331.815789,51.745,79.3875,-0.24255497,-0.419941011,-0.431088091,-0.419016955,2020-4-21
1632,BGD,67.21256616,2331.815789,54.675,82.3325,-0.252738974,-0.419746901,-0.429595804,-0.418995492,2020-4-22
1633,BGD,66.88359432,2331.815789,54.2525,82.4675,-0.313607031,-0.419590186,-0.428286732,-0.418979545,2020-4-23
1634,BGD,64.85336105,2331.815789,50.94,80.23,-0.348247027,-0.419463663,-0.427138382,-0.418967695,2020-4-24
1635,BGD,65.66914624,2331.815789,52.125,81.0725,-0.389497367,-0.419361514,-0.42613102,-0.41895889,2020-4-25
1636,BGD,65.62032415,2331.815789,54.14,79.57,-0.524318151,-0.419279044,-0.425247336,-0.418952348,2020-4-26
1637,BGD,65.94708664,2331.815789,54.3475,80.575,-0.648807229,-0.419212461,-0.424472147,-0.418947487,2020-4-27
1638,BGD,66.04308326,2331.815789,53.6025,80.97,-0.633022452,-0.419158706,-0.423792132,-0.418943875,2020-4-28
1639,BGD,64.15361415,2331.815789,50.1875,80.295,-0.52152407,-0.419115307,-0.423195605,-0.418941191,2020-4-29
1640,BGD,64.34261727,2331.815789,50.8225,80.2275,-0.456885869,-0.419080268,-0.422672317,-0.418939196,2020-4-30
1641,BGD,65.89143174,2331.815789,53.83,80.015,-0.486648178,-0.41905198,-0.422213276,-0.418937715,2020-5-1
1642,BGD,67.87116835,2331.815789,57.885,78.98,-0.494141625,-0.419029141,-0.421810593,-0.418936613,2020-5-2
1643,BGD,66.45308328,2331.815789,53.23,80.5875,-0.411817869,-0.419010702,-0.42145735,-0.418935795,2020-5-3
1644,BGD,64.39480969,2331.815789,51.23,78.48,-0.372366062,-0.418995816,-0.421147476,-0.418935187,2020-5-4
1645,BGD,64.8666881,2331.815789,52.15,78.6625,-0.417014414,-0.418983797,-0.420875646,-0.418934736,2020-5-5
1646,BGD,66.76833675,2331.815789,54.73,81.35,-0.425821251,-0.418974094,-0.420637191,-0.4189344,2020-5-6
1647,BGD,65.16835807,2331.815789,52.995,80.29,-0.290653968,-0.41896626,-0.420428012,-0.418934151,2020-5-7
1648,BGD,65.58241458,2331.815789,52.755,80.475,-0.121944357,-0.418959935,-0.420244515,-0.418933965,2020-5-8
1649,BGD,66.47839394,2331.815789,54.4725,81.53,-0.05254968,-0.418954829,-0.420083546,-0.418933828,2020-5-9
1650,BGD,68.2989493,2331.815789,55.9325,83.085,-0.069972887,-0.418950706,-0.419942341,-0.418933725,2020-5-10
1651,BGD,66.25630341,2331.815789,54.81,79.955,-0.071195612,-0.418947378,-0.419818472,-0.418933649,2020-5-11
1652,BGD,66.09753722,2331.815789,53.16,80.02,-0.088140202,-0.418944691,-0.419709811,-0.418933593,2020-5-12
1653,BGD,65.35297137,2331.815789,51.9525,80.0475,-0.178878957,-0.418942521,-0.419614491,-0.418933551,2020-5-13
1654,BGD,66.06329052,2331.815789,54.15,79.24,-0.283717821,-0.41894077,-0.419530874,-0.41893352,2020-5-14
1655,BGD,66.22318788,2331.815789,53.465,80.28,-0.310466984,-0.418939356,-0.419457522,-0.418933497,2020-5-15
1656,BGD,65.42338528,2331.815789,51.82,79.9575,-0.299922247,-0.418938214,-0.419393177,-0.418933479,2020-5-16
1657,BGD,65.82036446,2331.815789,52.82,80.215,-0.305385872,-0.418937292,-0.419336732,-0.418933467,2020-5-17
1658,BGD,66.09310488,2331.815789,54.01,79.69,-0.335510356,-0.418936548,-0.419287216,-0.418933457,2020-5-18
1659,BGD,66.03706203,2331.815789,54.28,79.7275,-0.353381747,-0.418935947,-0.41924378,-0.41893345,2020-5-19
1660,BGD,66.30592069,2331.815789,53.7125,81.2325,-0.405080398,-0.418935462,-0.419205677,-0.418933445,2020-5-20
1661,BGD,65.58737368,2331.815789,52.77,80.8,-0.55428111,-0.418935071,-0.419172252,-0.418933441,2020-5-21
1662,BGD,65.99256516,2331.815789,53.06,80.965,-0.721410038,-0.418934755,-0.41914293,-0.418933438,2020-5-22
1663,BGD,65.13033708,2331.815789,53.4725,78.26,-0.810201061,-0.418934499,-0.419117209,-0.418933436,2020-5-23
1664,BGD,62.61310514,2331.815789,49.21,76.96,-0.847359163,-0.418934293,-0.419094645,-0.418933434,2020-5-24
1665,BGD,63.68952177,2331.815789,49.0675,79.125,-0.852547155,-0.418934127,-0.419074852,-0.418933433,2020-5-25
1666,BGD,67.18509037,2331.815789,54.9,82.15,-0.79877471,,,,2020-5-26
1667,BGD,66.0344514,2331.815789,54.19,80.89,-0.561545293,,,,2020-5-27
1668,BGD,66.13591359,2331.815789,54.995,79.64,-0.285491275,,,,2020-5-28
1669,BGD,65.61138122,2331.815789,53.74,80.43,-0.005744726,,,,2020-5-29
1670,BGD,66.28895,2331.815789,54.1725,80.7225,0.27632309,,,,2020-5-30
1671,BGD,66.28815283,2331.815789,53.0775,81.9025,0.565396331,,,,2020-5-31
1672,BGR,70.89815668,748.9144737,57.415,90.15,0.703129402,,,,2020-1-1
1673,BGR,64.83576749,748.9144737,48.23,83.8975,0.661538505,,,,2020-1-2
1674,BGR,65.57973485,748.9144737,49.3575,83.7625,0.620689946,,,,2020-1-3
1675,BGR,68.50073643,748.9144737,55.5675,86.4325,0.581698952,,,,2020-1-4
1676,BGR,66.53202857,748.9144737,51.7275,84.9375,0.556552038,,,,2020-1-5
1677,BGR,67.4011898,748.9144737,54.42,85.27,0.597000965,,,,2020-1-6
1678,BGR,66.94714953,748.9144737,53.5125,85.0475,0.698096359,,,,2020-1-7
1679,BGR,67.66171289,748.9144737,55.83,84.07,0.714327467,,,,2020-1-8
1680,BGR,68.94532154,748.9144737,57.6575,86.4675,0.64793321,,,,2020-1-9
1681,BGR,66.2688369,748.9144737,54.7075,83.77,0.593750305,,,,2020-1-10
1682,BGR,68.24217077,748.9144737,57.945,85.295,0.542744323,,,,2020-1-11
1683,BGR,65.44126582,748.9144737,51.82,82.99,0.387083086,,,,2020-1-12
1684,BGR,66.57816807,748.9144737,55.905,83.515,0.176877641,,,,2020-1-13
1685,BGR,67.79464646,748.9144737,55.38,87.02,0.052708694,,,,2020-1-14
1686,BGR,64.9872265,748.9144737,53.48,81.19,0.058706322,,,,2020-1-15
1687,BGR,67.18172131,748.9144737,56.93,84.2575,0.141021212,,,,2020-1-16
1688,BGR,64.5787931,748.9144737,51.82,81.6725,0.236264754,,,,2020-1-17
1689,BGR,68.16416422,748.9144737,57.76,85.45,0.329487339,,,,2020-1-18
1690,BGR,68.15458991,748.9144737,56.445,86.8525,0.419743085,,,,2020-1-19
1691,BGR,67.495878,748.9144737,54.38,84.71,0.384358378,,,,2020-1-20
1692,BGR,66.71527439,748.9144737,54.175,85.2225,0.220184167,,,,2020-1-21
1693,BGR,66.1179097,748.9144737,51.9525,84.9675,0.026184714,,,,2020-1-22
1694,BGR,66.12238516,748.9144737,52.34,83.5875,-0.157861771,,,,2020-1-23
1695,BGR,62.56875,748.9144737,45.7275,82.835,-0.322098508,,,,2020-1-24
1696,BGR,67.97544776,748.9144737,55.4075,86.6675,-0.427003969,,,,2020-1-25
1697,BGR,67.46106267,748.9144737,56.1625,85.225,-0.433111521,,,,2020-1-26
1698,BGR,64.5622987,748.9144737,49.6125,83.285,-0.255205365,,,,2020-1-27
1699,BGR,66.37254109,748.9144737,51.1,84.145,-0.001525648,,,,2020-1-28
1700,BGR,63.6536214,748.9144737,48.39,81.58,0.218743231,,,,2020-1-29
1701,BGR,68.93395833,748.9144737,57.2375,85.3325,0.447651105,,,,2020-1-30
1702,BGR,67.6283378,748.9144737,52.7175,86.61,0.630637516,,,,2020-1-31
1703,BGR,68.10089987,748.9144737,56.77,84.62,0.695799782,,,,2020-2-1
1704,BGR,69.85223288,748.9144737,57.7725,87.0125,0.684009764,,,,2020-2-2
1705,BGR,66.26981279,748.9144737,52.4,83.91,0.592762636,,,,2020-2-3
1706,BGR,65.02563291,748.9144737,49.8925,84.34,0.52880138,,,,2020-2-4
1707,BGR,66.68497791,748.9144737,52.185,85.065,0.504892263,,,,2020-2-5
1708,BGR,66.70371058,748.9144737,52.18,84.705,0.536595996,,,,2020-2-6
1709,BGR,68.75203125,748.9144737,53.9875,87.4725,0.702921936,,,,2020-2-7
1710,BGR,67.75728083,748.9144737,56.38,85.9,0.93445475,,,,2020-2-8
1711,BGR,67.82393671,748.9144737,56.5625,85.2375,1.112708608,,,,2020-2-9
1712,BGR,68.74333992,748.9144737,55.645,86.965,1.249120262,,,,2020-2-10
1713,BGR,68.50346667,748.9144737,54.0025,87.5025,1.321609384,,,,2020-2-11
1714,BGR,67.46314433,748.9144737,55.57,84.64,1.303043689,,,,2020-2-12
1715,BGR,68.87956221,748.9144737,58.56,85.335,1.152230744,,,,2020-2-13
1716,BGR,68.87946265,748.9144737,58.63,86.23,0.893456837,,,,2020-2-14
1717,BGR,66.98205674,748.9144737,55.65,83.07,0.598834152,,,,2020-2-15
1718,BGR,66.35078873,748.9144737,52.91,82.9025,0.289962821,,,,2020-2-16
1719,BGR,66.36429675,748.9144737,52.72,84.08,-0.036298201,,,,2020-2-17
1720,BGR,65.43936963,748.9144737,53.725,82.2825,-0.285180852,,,,2020-2-18
1721,BGR,65.71848485,748.9144737,52.3325,84.585,-0.419640077,,,,2020-2-19
1722,BGR,64.80188782,748.9144737,50.415,83.215,-0.487102858,,,,2020-2-20
1723,BGR,65.955168,748.9144737,52.64,82.42,-0.532744805,,,,2020-2-21
1724,BGR,65.94674126,748.9144737,54.69,82.445,-0.503696075,,,,2020-2-22
1725,BGR,66.02415205,748.9144737,50.8675,83.8525,-0.38468629,,,,2020-2-23
1726,BGR,64.61147105,748.9144737,50.79,81.745,-0.234566076,,,,2020-2-24
1727,BGR,66.25210084,748.9144737,52.725,83.0575,-0.175451749,,,,2020-2-25
1728,BGR,66.90840598,748.9144737,56.48,81.715,-0.161768857,,,,2020-2-26
1729,BGR,67.47745342,748.9144737,59.225,81.79,-0.120911807,,,,2020-2-27
1730,BGR,64.7742661,748.9144737,52.14,80.825,-0.027075455,,,,2020-2-28
1731,BGR,66.56136465,748.9144737,55.31,82.42,0.073686449,,,,2020-2-29
1732,BGR,66.42134553,748.9144737,55.14,83.26,0.165909021,,,,2020-3-1
1733,BGR,66.3734221,748.9144737,55.195,83.375,0.278934796,,,,2020-3-2
1734,BGR,67.90657228,748.9144737,55.355,84.95,0.401331422,,,,2020-3-3
1735,BGR,67.27513369,748.9144737,53.38,86.55,0.427486377,,,,2020-3-4
1736,BGR,67.02785714,748.9144737,52.605,84.95,0.286775707,,,,2020-3-5
1737,BGR,66.61392481,748.9144737,54.59,83.55,-0.026938884,,,,2020-3-6
1738,BGR,66.94373708,748.9144737,51.47,85.82,-0.482292361,,,,2020-3-7
1739,BGR,65.05311656,748.9144737,49.13,84.82,-0.969788466,,,,2020-3-8
1740,BGR,63.7366875,748.9144737,48.86,82.435,-1.453516851,,,,2020-3-9
1741,BGR,61.94949928,748.9144737,43.86,82.265,-1.849057025,,,,2020-3-10
1742,BGR,63.54386768,748.9144737,49.5175,81.8325,-2.079270607,,,,2020-3-11
1743,BGR,61.58734828,748.9144737,44.015,81.365,-2.125496861,-2.134914586,-2.134914586,-2.134914586,2020-3-12
1744,BGR,63.45638889,748.9144737,47.6625,81.72,-2.037514921,-1.778959773,-1.835418308,-1.72424242,2020-3-13
1745,BGR,64.43668565,748.9144737,47.975,84.2375,-1.858342102,-1.482485094,-1.578030072,-1.392742458,2020-3-14
1746,BGR,64.83270732,748.9144737,50.9075,82.395,-1.668595134,-1.235551403,-1.356829648,-1.125151338,2020-3-15
1747,BGR,63.27854981,748.9144737,46.45,83.23,-1.452134655,-1.029880391,-1.166729167,-0.909148274,2020-3-16
1748,BGR,64.79684332,748.9144737,50.885,82.985,-1.232844799,-0.858577054,-1.003356093,-0.734787765,2020-3-17
1749,BGR,64.24267726,748.9144737,47.84,83.66,-1.058672404,-0.715898545,-0.862952655,-0.594041675,2020-3-18
1750,BGR,64.2148267,748.9144737,49.005,81.85,-0.880200491,-0.597061649,-0.742289408,-0.480429583,2020-3-19
1751,BGR,67.07896641,748.9144737,55.1625,84.9975,-0.66478356,-0.498082426,-0.638590958,-0.388720412,2020-3-20
1752,BGR,64.48731343,748.9144737,49.23,82.74,-0.386716946,-0.415642655,-0.549472117,-0.314691565,2020-3-21
1753,BGR,67.2316,748.9144737,53.95,85.0075,-0.086961752,-0.346978589,-0.472883047,-0.254934508,2020-3-22
1754,BGR,65.45672109,748.9144737,52.425,83.07,0.151110185,-0.289788305,-0.407062111,-0.206697828,2020-3-23
1755,BGR,67.95339557,748.9144737,56.03,84.1,0.315150481,-0.242154531,-0.350495349,-0.167760546,2020-3-24
1756,BGR,68.13001086,748.9144737,54.01,85.18,0.439314199,-0.202480372,-0.30188166,-0.136329862,2020-3-25
1757,BGR,66.59703954,748.9144737,53.06,84.22,0.474085974,-0.169435774,-0.260102872,-0.110958601,2020-3-26
1758,BGR,66.59440909,748.9144737,52.605,84.7425,0.427580176,-0.141912937,-0.224198022,-0.090478586,2020-3-27
1759,BGR,66.63494774,748.9144737,52.93,83.52,0.301371649,-0.118989172,-0.193341259,-0.073946849,2020-3-28
1760,BGR,67.24376797,748.9144737,56.5,82.79,0.159093709,-0.099895973,-0.16682284,-0.060602214,2020-3-29
1761,BGR,66.31273684,748.9144737,53.89,83.5,0.03847365,-0.083993253,-0.14403281,-0.049830249,2020-3-30
1762,BGR,66.39238042,748.9144737,54.4,83.845,-0.031208679,-0.070747881,-0.124446973,-0.041134978,2020-3-31
1763,BGR,66.61373884,748.9144737,54.1025,84.015,-0.035265875,-0.059715814,-0.107614829,-0.034116041,2020-4-1
1764,BGR,65.22323165,748.9144737,51.27,83.53,0.016879961,-0.050527208,-0.093149222,-0.028450263,2020-4-2
1765,BGR,65.66549592,748.9144737,51.98,82.9,0.115114194,-0.04287402,-0.080717424,-0.023876773,2020-4-3
1766,BGR,67.30275744,748.9144737,54.6625,84.0075,0.222656007,-0.036499681,-0.07003349,-0.020184991,2020-4-4
1767,BGR,67.82428105,748.9144737,55.6125,84.6375,0.273701121,-0.031190496,-0.060851676,-0.017204937,2020-4-5
1768,BGR,66.94870813,748.9144737,55.225,84.005,0.271509436,-0.026768477,-0.052960791,-0.014799398,2020-4-6
1769,BGR,67.54481143,748.9144737,57.73,82.89,0.169562807,-0.023085379,-0.046179334,-0.012857615,2020-4-7
1770,BGR,65.3399125,748.9144737,50.32,82.5525,-0.013676537,-0.020017727,-0.040351324,-0.011290183,2020-4-8
1771,BGR,66.65045455,748.9144737,54.045,84.1175,-0.212935206,-0.017462681,-0.035342711,-0.010024931,2020-4-9
1772,BGR,64.59399504,748.9144737,49.715,83.545,-0.450532454,-0.015334583,-0.03103829,-0.009003603,2020-4-10
